#XLO XHI SOURCE
8.72 8.73 0.00150561
8.73 8.74 0.00150452
8.74 8.75 0.00150343
8.75 8.76 0.00150234
8.76 8.77 0.00150124
8.77 8.78 0.00150015
8.78 8.79 0.00149905
8.79 8.8 0.00149795
8.8 8.81 0.00149685
8.81 8.82 0.00149575
8.82 8.83 0.00149465
8.83 8.84 0.00149355
8.84 8.85 0.00149245
8.85 8.86 0.00149134
8.86 8.87 0.00149024
8.87 8.88 0.00148913
8.88 8.89 0.00148802
8.89 8.9 0.00148691
8.9 8.91 0.0014858
8.91 8.92 0.00148469
8.92 8.93 0.00148358
8.93 8.94 0.00148246
8.94 8.95 0.00148135
8.95 8.96 0.00148023
8.96 8.97 0.00147912
8.97 8.98 0.001478
8.98 8.99 0.00147688
8.99 9 0.00147576
9 9.01 0.00147464
9.01 9.02 0.00147352
9.02 9.03 0.0014724
9.03 9.04 0.00147127
9.04 9.05 0.00147015
9.05 9.06 0.00146903
9.06 9.07 0.0014679
9.07 9.08 0.00146677
9.08 9.09 0.00146565
9.09 9.1 0.00146452
9.1 9.11 0.00146339
9.11 9.12 0.00146226
9.12 9.13 0.00146113
9.13 9.14 0.00146
9.14 9.15 0.00145887
9.15 9.16 0.00145773
9.16 9.17 0.0014566
9.17 9.18 0.00145547
9.18 9.19 0.00145433
9.19 9.2 0.0014532
9.2 9.21 0.00145206
9.21 9.22 0.00145093
9.22 9.23 0.00144979
9.23 9.24 0.00144865
9.24 9.25 0.00144751
9.25 9.26 0.00144637
9.26 9.27 0.00144523
9.27 9.28 0.0014441
9.28 9.29 0.00144295
9.29 9.3 0.00144181
9.3 9.31 0.00144067
9.31 9.32 0.00143953
9.32 9.33 0.00143839
9.33 9.34 0.00143725
9.34 9.35 0.0014361
9.35 9.36 0.00143496
9.36 9.37 0.00143381
9.37 9.38 0.00143267
9.38 9.39 0.00143152
9.39 9.4 0.00143038
9.4 9.41 0.00142923
9.41 9.42 0.00142809
9.42 9.43 0.00142694
9.43 9.44 0.00142579
9.44 9.45 0.00142465
9.45 9.46 0.0014235
9.46 9.47 0.00142235
9.47 9.48 0.0014212
9.48 9.49 0.00142006
9.49 9.5 0.00141891
9.5 9.51 0.00141776
9.51 9.52 0.00141661
9.52 9.53 0.00141546
9.53 9.54 0.00141431
9.54 9.55 0.00141316
9.55 9.56 0.00141201
9.56 9.57 0.00141086
9.57 9.58 0.00140971
9.58 9.59 0.00140856
9.59 9.6 0.00140741
9.6 9.61 0.00140626
9.61 9.62 0.0014051
9.62 9.63 0.00140395
9.63 9.64 0.0014028
9.64 9.65 0.00140165
9.65 9.66 0.0014005
9.66 9.67 0.00139935
9.67 9.68 0.00139819
9.68 9.69 0.00139704
9.69 9.7 0.00139589
9.7 9.71 0.00139474
9.71 9.72 0.00139359
9.72 9.73 0.00139243
9.73 9.74 0.00139128
9.74 9.75 0.00139013
9.75 9.76 0.00138898
9.76 9.77 0.00138783
9.77 9.78 0.00138667
9.78 9.79 0.00138552
9.79 9.8 0.00138437
9.8 9.81 0.00138322
9.81 9.82 0.00138206
9.82 9.83 0.00138091
9.83 9.84 0.00137976
9.84 9.85 0.00137861
9.85 9.86 0.00137746
9.86 9.87 0.0013763
9.87 9.88 0.00137515
9.88 9.89 0.001374
9.89 9.9 0.00137285
9.9 9.91 0.0013717
9.91 9.92 0.00137055
9.92 9.93 0.0013694
9.93 9.94 0.00136825
9.94 9.95 0.00136709
9.95 9.96 0.00136594
9.96 9.97 0.00136479
