#XLO XHI SOURCE
9.42 9.43 0.00155814
9.43 9.44 0.00155727
9.44 9.45 0.0015564
9.45 9.46 0.00155553
9.46 9.47 0.00155466
9.47 9.48 0.00155379
9.48 9.49 0.00155293
9.49 9.5 0.00155206
9.5 9.51 0.0015512
9.51 9.52 0.00155033
9.52 9.53 0.00154947
9.53 9.54 0.00154861
9.54 9.55 0.00154774
9.55 9.56 0.00154688
9.56 9.57 0.00154602
9.57 9.58 0.00154516
9.58 9.59 0.00154431
9.59 9.6 0.00154345
9.6 9.61 0.00154259
9.61 9.62 0.00154173
9.62 9.63 0.00154088
9.63 9.64 0.00154002
9.64 9.65 0.00153917
9.65 9.66 0.00153832
9.66 9.67 0.00153747
9.67 9.68 0.00153661
9.68 9.69 0.00153576
9.69 9.7 0.00153491
9.7 9.71 0.00153406
9.71 9.72 0.00153322
9.72 9.73 0.00153237
9.73 9.74 0.00153152
9.74 9.75 0.00153068
9.75 9.76 0.00152983
9.76 9.77 0.00152899
9.77 9.78 0.00152814
9.78 9.79 0.0015273
9.79 9.8 0.00152646
9.8 9.81 0.00152562
9.81 9.82 0.00152478
9.82 9.83 0.00152394
9.83 9.84 0.0015231
9.84 9.85 0.00152226
9.85 9.86 0.00152143
9.86 9.87 0.00152059
9.87 9.88 0.00151975
9.88 9.89 0.00151892
9.89 9.9 0.00151809
9.9 9.91 0.00151725
9.91 9.92 0.00151642
9.92 9.93 0.00151559
9.93 9.94 0.00151476
9.94 9.95 0.00151393
9.95 9.96 0.0015131
9.96 9.97 0.00151227
9.97 9.98 0.00151145
9.98 9.99 0.00151062
9.99 10 0.0015098
10 10.01 0.00150898
10.01 10.02 0.00150817
10.02 10.03 0.00150736
10.03 10.04 0.00150656
10.04 10.05 0.00150575
10.05 10.06 0.00150495
10.06 10.07 0.00150414
10.07 10.08 0.00150334
10.08 10.09 0.00150253
10.09 10.1 0.00150173
10.1 10.11 0.00150093
10.11 10.12 0.00150013
10.12 10.13 0.00149933
10.13 10.14 0.00149853
10.14 10.15 0.00149773
10.15 10.16 0.00149693
